mittlere_position	herkunft	zeichen	in_prompts	satz
84.0	Vignetten (sceneLayerText)	113	2/26	In the midground, on the left side of the scene: a ball landing in the flower bed with a child climbing after it.
84.0	Vignetten (sceneLayerText)	99	1/26	In the background, on the right side of the scene: a child pushing a doll's pram across the gravel.
84.0	Vignetten (sceneLayerText)	101	2/26	In the background, on the right side of the scene: a seesaw tipping because one side is much heavier.
84.7	Vignetten (sceneLayerText)	91	3/26	In the background, on the right side of the scene: two kids rolling a stone down the slope.
85.0	Vignetten (sceneLayerText)	110	1/26	In the midground, on the left side of the scene: a calf licking a rubber boot that is still on someone's foot.
85.0	Vignetten (sceneLayerText)	93	1/26	In the midground, on the right side of the scene: a goose chasing the farmer across the yard.
85.0	Vignetten (sceneLayerText)	101	2/26	In the background, on the right side of the scene: hot cocoa boiling over and dripping off the table.
85.0	Vignetten (sceneLayerText)	94	2/26	In the background, on the right side of the scene: someone hiding a present behind their back.
85.0	Vignetten (sceneLayerText)	117	1/26	In the background, on the left side of the scene: two kids decorating only the bottom of the tree, the top left bare.
85.0	Vignetten (sceneLayerText)	126	1/26	In the midground, on the left side of the scene: grandpa dozing off in his armchair while presents get wrapped all around him.
85.0	Vignetten (sceneLayerText)	87	1/26	In the midground, on the left side of the scene: a butterfly landing on someone's nose.
85.0	Vignetten (sceneLayerText)	116	2/26	In the midground, on the left side of the scene: a street performer standing so still everyone thinks he's a statue.
85.0	Vignetten (sceneLayerText)	98	1/26	In the midground, on the left side of the scene: a child running through the crowd with a balloon.
85.0	Vignetten (sceneLayerText)	91	1/26	In the midground, on the left side of the scene: a dog pulling its owner across the street.
85.0	Vignetten (sceneLayerText)	83	1/26	In the midground, on the left side of the scene: two squirrels fighting over a nut.
85.0	Vignetten (sceneLayerText)	94	1/26	In the midground, on the left side of the scene: two kids swapping collector cards on a bench.
85.5	Vignetten (sceneLayerText)	91	2/26	In the midground, on the right side of the scene: a candle being lit with everyone looking.
86.0	Vignetten (sceneLayerText)	78	1/26	In the background, on the right side of the scene: a tractor stuck in the mud.
86.0	Vignetten (sceneLayerText)	111	2/26	In the background, on the left side of the scene: a kid secretly peeking under the wrapping paper of a present.
86.0	Vignetten (sceneLayerText)	98	1/26	In the background, on the right side of the scene: a string of fairy lights hopelessly tangled up.
86.0	Vignetten (sceneLayerText)	97	2/26	In the midground, on the left side of the scene: the tablecloth being straightened by four hands.
86.0	Vignetten (sceneLayerText)	96	1/26	In the background, on the right side of the scene: a child counting the presents under the tree.
86.0	Vignetten (sceneLayerText)	95	1/26	In the midground, on the right side of the scene: a child counting the presents under the tree.
86.0	Vignetten (sceneLayerText)	99	1/26	In the background, on the left side of the scene: a boy practising cartwheels in the shallow water.
86.0	Vignetten (sceneLayerText)	118	1/26	In the background, on the left side of the scene: a marmot disappearing into its hole with two kids kneeling in front.
86.0	Vignetten (sceneLayerText)	102	1/26	In the background, on the right side of the scene: a child drawing with a finger in an old snow patch.
86.0	Vignetten (sceneLayerText)	99	1/26	In the background, on the left side of the scene: a child running through the crowd with a balloon.
86.0	Vignetten (sceneLayerText)	93	1/26	In the background, on the right side of the scene: a street musician gathering a small crowd.
86.0	Vignetten (sceneLayerText)	113	1/26	In the background, on the left side of the scene: an ice cream falling from a kid's hand right in front of a dog.
86.5	Vignetten (sceneLayerText)	121	2/26	In the midground, on the left side of the scene: someone hastily building a lopsided snowman outside before it gets dark.
87.0	Vignetten (sceneLayerText)	85	1/26	In the midground, on the right side of the scene: the well overflowing into a puddle.
87.0	Vignetten (sceneLayerText)	104	1/26	In the midground, on the left side of the scene: a pig that escaped its pen running across the farmyard.
87.0	Vignetten (sceneLayerText)	94	1/26	In the midground, on the left side of the scene: an advent calendar door opened way too early.
87.0	Vignetten (sceneLayerText)	101	1/26	In the background, on the right side of the scene: someone carrying firewood in with one log falling.
87.0	Vignetten (sceneLayerText)	122	1/26	In the midground, on the right side of the scene: someone hastily building a lopsided snowman outside before it gets dark.
87.0	Vignetten (sceneLayerText)	106	1/26	In the midground, on the right side of the scene: an ice cream seller surrounded by a cluster of children.
87.0	Vignetten (sceneLayerText)	94	2/26	In the midground, on the left side of the scene: everyone and waving their arms at the summit.
87.0	Vignetten (sceneLayerText)	110	1/26	In the midground, on the left side of the scene: a cow with a bell standing in the middle of the hiking trail.
87.0	Vignetten (sceneLayerText)	96	1/26	In the midground, on the right side of the scene: a market woman stacking melons into a pyramid.
87.0	Vignetten (sceneLayerText)	103	1/26	In the midground, on the left side of the scene: a child on someone's shoulders looking over the crowd.
87.7	PHASE2_FOREGROUND_RULE	294	12/26	Because this scene is large and densely populated, the front of the image carries the recognisability: every character in the foreground and midground is drawn as an individual with their own clothing colours, their own posture and their own small activity — no filler, no repeated silhouettes.
87.7	Vignetten (sceneLayerText)	117	3/26	In the midground, on the right side of the scene: two kids decorating only the bottom of the tree, the top left bare.
88.0	Vignetten (sceneLayerText)	112	1/26	In the background, on the right side of the scene: someone balancing on the pasture fence with arms spread wide.
88.0	Vignetten (sceneLayerText)	114	1/26	In the midground, on the left side of the scene: a crooked star ornament on the tree being carefully straightened.
88.0	Vignetten (sceneLayerText)	103	1/26	In the background, on the right side of the scene: someone carrying a stack of plates into the parlour.
88.0	Vignetten (sceneLayerText)	99	1/26	In the foreground, on the right side of the scene: a snowball fight raging just outside the window.
88.0	Vignetten (sceneLayerText)	74	1/26	In the background, on the right side of the scene: a kite stuck in a tree.
88.7	PHASE2_FOREGROUND_RULE	68	12/26	Only in the far background may characters become simple and generic.
89.0	Vignetten (sceneLayerText)	113	1/26	In the midground, on the left side of the scene: a child sitting on the tractor seat gripping the steering wheel.
89.0	Vignetten (sceneLayerText)	114	1/26	In the midground, on the right side of the scene: two kids waiting on the stairs and looking through the banister.
89.0	Vignetten (sceneLayerText)	95	1/26	In the background, on the left side of the scene: an advent calendar door opened way too early.
89.0	Vignetten (sceneLayerText)	99	1/26	In the midground, on the left side of the scene: someone carrying firewood in with one log falling.
89.0	Vignetten (sceneLayerText)	115	1/26	In the midground, on the left side of the scene: a dog snatching a string of sausage-shaped ornaments off the tree.
89.0	Vignetten (sceneLayerText)	97	1/26	In the midground, on the left side of the scene: kids digging a tunnel and meeting in the middle.
89.0	Vignetten (sceneLayerText)	99	1/26	In the midground, on the left side of the scene: a child hanging upside down on the climbing frame.
89.6	SCENE_STYLE_BLOCK	440	26/26	Every human or human-like character in the scene, named heroes and background characters alike, is drawn in exactly the same flat, minimal illustration style: round heads, dot eyes, a single vertical nose line, never a mouth, no ears, no visible neck (the head sits directly on the shoulders), thin limbs with no joints, thick black marker outline, graphic recording sketchnote style, applied consistently to every character in the picture.
89.7	PHASE2_FOREGROUND_RULE	205	12/26	Give each named hero a deliberately chosen spot with a little space around them, wherever in the depth of the scene they have been placed above, so they can be found instead of disappearing into the crowd.
90.0	Vignetten (sceneLayerText)	115	1/26	In the background, on the left side of the scene: a crooked star ornament on the tree being carefully straightened.
90.0	Vignetten (sceneLayerText)	114	1/26	In the background, on the left side of the scene: two kids waiting on the stairs and looking through the banister.
90.6	SCENE_STYLE_BLOCK	248	26/26	Animals are drawn in the same flat-color, thick-black-marker-outline illustration style, but keep their own natural features (mouths, ears, snouts, tails, fur/feather texture drawn simply) rather than the stylized human face design described above.
91.0	Vignetten (sceneLayerText)	100	1/26	In the midground, on the left side of the scene: the dog lying on the wrapping paper under the tree.
91.0	Vignetten (sceneLayerText)	99	1/26	In the background, on the right side of the scene: the tablecloth being straightened by four hands.
91.0	Vignetten (sceneLayerText)	101	1/26	In the midground, on the right side of the scene: the dog lying on the wrapping paper under the tree.
91.0	Vignetten (sceneLayerText)	93	1/26	In the midground, on the right side of the scene: someone hiding a present behind their back.
91.6	GROSSE_KOEPFE_SATZ	172	26/26	Every person, child or adult, has a large round head on a small, simple body, as on the reference sheets: about a quarter of the height for grown-ups, a third for children.
92.0	Vignetten (sceneLayerText)	110	1/26	In the background, on the right side of the scene: the tree stand wobbling with two people steadying the tree.
92.0	Vignetten (sceneLayerText)	112	1/26	In the background, on the right side of the scene: a kid secretly peeking under the wrapping paper of a present.
92.6	FLAT_FACE_RULE	255	26/26	Every human face in this image stays completely flat, and this applies most strictly to the largest figures in the very front, where the temptation to add detail is greatest: two small dot eyes and one single thin vertical line for the nose, nothing more.
93.0	Vignetten (sceneLayerText)	105	1/26	In the midground, on the left side of the scene: a child with cotton wool as a snowy beard on their face.
93.6	FLAT_FACE_RULE	251	26/26	Never a modelled nose with a bridge, a tip, nostrils or shading around it; never stubble, beard shadow or shading on cheeks, chin or neck; never a three-quarter or profile view with sculpted facial features while the other faces stay flat and frontal.
94.0	Vignetten (sceneLayerText)	92	1/26	In the background, on the left side of the scene: two kids pulling on the same gift ribbons.
94.5	FILL_EMPTY_SPACE_RULE	110	22/26	Fill all empty space – sky, ground, water – with additional small background characters, animals, and objects.
95.5	FILL_EMPTY_SPACE_RULE	55	22/26	No large empty or negative space anywhere in the scene.
95.5	FILL_EMPTY_SPACE_RULE_HAUS	181	4/26	Fill all empty space inside the house – bare floors, walls, stairs, shelves, window sills, the corners of every room – with additional small characters, pets, furniture and objects.
96.0	Vignetten (sceneLayerText)	96	1/26	In the background, on the right side of the scene: an advent calendar door opened way too early.
96.5	FILL_EMPTY_SPACE_RULE_HAUS	58	4/26	No room stands half empty, and no wall is a blank surface.
96.6	COHERENCE_RULE	134	26/26	The whole scene is ONE continuous space seen from a slightly elevated angle, unbroken – no gaps, no floating patches, no collage look.
97.5	DEPTH_COHERENCE_RULE	155	22/26	Depth and scale must be spatially coherent: characters shrink smoothly and continuously from the front of the scene towards the back along receding ground.
98.5	DEPTH_COHERENCE_RULE	220	22/26	Never place a foreground-sized character immediately next to a background-sized character with no spatial separation between them – each character's size must match its actual distance within the single continuous scene.
99.5	DEPTH_COHERENCE_RULE	277	22/26	This applies to animals exactly as it does to human characters — an animal drawn bigger belongs nearer the front, a smaller one further back, following the same continuous depth progression as everyone else, never placed at a size that ignores its actual distance in the scene.
100.2	HEAD_SCALE_CONSISTENCY_RULE	214	26/26	Within each depth layer, character heads should be roughly consistent in size regardless of character type (child, adult, elderly) – differences in age/height are expressed through body proportions, not head scale.
101.2	HEAD_SCALE_CONSISTENCY_RULE	403	26/26	Animals follow the same depth-layer logic in spirit: an animal's overall size should stay believable relative to the humans and other animals at the same depth layer (a chicken stays chicken-sized next to a person, a cow stays cow-sized) — never randomly oversized or undersized just for a gag, even though animals naturally keep their own head-to-body proportions rather than matching human head scale.
102.2	INDOOR_OUTDOOR_RULE	42	26/26	Keep inside and outside strictly separate.
103.2	INDOOR_OUTDOOR_RULE	148	26/26	Weather and outdoor ground — snow, rain, sand, waves, grass, sky, street paving — belong outdoors only and must never appear on the floor of a room.
104.2	INDOOR_OUTDOOR_RULE	193	26/26	In a building cut open for the viewer, every interior room keeps its own floor, walls and ceiling, and the outside world only ever begins beyond a wall, a window frame or the edge of the house.
105.2	SAFE_MARGIN_RULE	312	26/26	Keep the outer 6% of the image at the very top and the outer 6% at the very bottom as a low-priority safety margin: fine for sky, ground, water, a ceiling, a bare floor or incidental background filler, but never place a named hero's vignette or an important, eye-catching gag there — it may be cropped for print.
106.2	SAFE_MARGIN_RULE	76	26/26	Everything important belongs in the vertical band between those two margins.
107.2	EMOTION_WORDS_RULE	200	26/26	Do not use any emotion or facial-expression words for any character in this scene, named heroes or background characters alike — no laughing, smiling, crying, excited, happy, sad, angry, or surprised.
108.2	EMOTION_WORDS_RULE	126	26/26	Describe only actions, poses, or body posture instead (for example "eyes crinkled, one arm thrown up" rather than "laughing").
108.2	allCharactersRuleKurz	177	13/26	All 3 characters from the reference images appear, none of them twice: it all happens at one moment, and nobody can be in two places at once, not even in two rooms of one house.
109.2	EMOTION_WORDS_RULE	99	26/26	This matters because faces in this style never have a mouth, and emotion words undermine that rule.
109.9	sizeRuleReminder	94	14/26	Last check on scale before drawing: divide the image height into eight equal horizontal bands.
110.5	sizeRuleReminder	137	4/26	No person anywhere in this house, on any floor and in any room, may be taller than one of those bands, and none is bigger than any other.
111.5	sizeRuleReminder	103	4/26	If one figure is larger than the rest, the image is wrong — redraw every figure at the same small size.
112.2	allCharactersRuleKurz	177	13/26	All 5 characters from the reference images appear, none of them twice: it all happens at one moment, and nobody can be in two places at once, not even in two rooms of one house.
112.5	sizeRuleReminder	112	22/26	No person in this image, not even the one standing closest to the viewer, may be taller than one of those bands.
112.7	sizeRuleReminder	94	12/26	Last check on scale before drawing: divide the image height into seven equal horizontal bands.
113.5	sizeRuleReminder	131	22/26	If the front figures are bigger than that, the image is wrong — move the camera back and redraw the whole scene smaller and busier.
114.2	EDGE_AND_FACE_REMINDER	196	26/26	And two last things to check before drawing: nobody is cut off by the edge of the picture, least of all along the bottom edge — no half figures, no oversized head pushed into the frame from below.
115.2	EDGE_AND_FACE_REMINDER	136	26/26	And every face in the image, down to the smallest, actually has its two dot eyes and its nose line drawn on it; no blank faces anywhere.
116.2	ZERO_TEXT_RULE	104	26/26	Absolutely zero text, letters, signage or lettering anywhere in this image, of any kind, for any reason.
117.2	sceneComposeInstruction	199	26/26	The attached reference images show the exact established design of each named character listed above by reference-image number — their face, proportions, hair color, clothing and identifying details.
118.2	sceneComposeInstruction	357	26/26	Draw each one into this new scene keeping their identity and design EXACTLY the same as their reference (same face, same proportions, same hair, same clothing colors); only their pose changes to match the action described above — dynamic, natural poses that actively show them taking part in the scene, never simply copied standing still from the reference.
119.2	sceneComposeInstruction	216	26/26	Take their identity from those reference images, but NOT their size: the references are close-up character sheets in which one person fills the frame, and that is a property of the reference sheet, not of this scene.
120.2	sceneComposeInstruction	99	26/26	In the scene each of them is one small figure among many, at the size given by the size rule above.
121.2	sceneComposeInstruction	424	26/26	Every other character in the scene, including all small background characters, must be drawn in the exact same flat-color, thick black marker outline, graphic-recording sketchnote illustration style as the reference images, applied consistently to every character in the picture — no character anywhere may be drawn in a more detailed, more realistic, differently line-weighted, shaded, gradient, or softly airbrushed style.
122.2	sceneComposeInstruction	127	26/26	This rule is about how the PEOPLE and the ANIMALS are drawn and about nothing else: it does not apply to the scene around them.
123.2	sceneComposeInstruction	85	26/26	The place itself — sky, water, foliage, ground, walls, distance — is not bound by it.
124.2	sceneComposeInstruction	197	26/26	One rule overrides every other style consideration in this image: no mouth, ever, on any human or human-like character, anywhere — not open, not closed, not smiling, not even a simple line for one.
125.2	sceneComposeInstruction	52	26/26	If in doubt, leave the lower half of the face blank.
126.2	sceneComposeInstruction	96	26/26	This does not apply to animals — they may have their natural mouths, snouts, beaks or open jaws.
